Address,Room,Bath,Property_type,Bedrooms_available,Available_from,Available_for,Sharing_with,Owner_occupied,Preferences,Date_entered/renewed,Property_views,Latitude,Longitude,Pre_processed_desc,Desc_length,Price_per_month,County,adjective_counts
"kimmage road west, Terenure, Dublin 6",Single Room,Shared Bathroom,House,1,Immediately,1 Year +,2,No,Female,08/04/2023,"2,798",53.3132141,-6.3068985,single room available share 2 female work professional house large garden 2 sit room kitchen bathroom garage location ideal park gym bus shopping city centre 40min walk send message brief description organise viewing,303,600,Dublin 6,6
"Dublin City Comics, 103/104 Capel Street, Dublin 1, Dublin 7",Shared Room,Shared Bathroom,Apartment,1,Immediately,1 Year +,2,No,Male,13/04/2023,420,,,share room good offer student share room I interested please send I private message center dublin capel str apartment renovate 600 meter spire plenty space luggage belonging new bed new mattress new kitchen new carpet available washing machine dryer microwave refrigerator stove separate refrigerator room close central attraction language school etc around lot cafe shop fitness club shopping center lidl centra tesco penneys dunne store convenient start live 1104 long time price 900 euro per month electricity 30 euro per month deposit 850 euro refundable end rental kind regard,859,850,Dublin 7,13
"Ballycarnan, Portlaoise, Portlaoise, Co. Laois",Double Room,Shared Bathroom,House,1,Immediately,1 Year +,3,No,Male / Female / +1 Person,12/04/2023,356,52.9969341,-7.2806265,double room available king size bed serviced accommodation couple accept contact 087 9900672 interested,132,520,Laois,2
"Barnahask, Curracloe, Co. Wexford",Double Room,En-suite,House,1,Immediately,6 Months,2,Yes,Male / Female,14/04/2023,250,,,double ensuite bedroom available 170 euro per week bedroom king sized bed build wardrobe house locate 10 min walk curracloe raven rent include wifi refuse collection heating electricity split no smoker no pet reference require please email I information,377,680,Wexford,2
"24 Heidleberg, Milford Grange, Castletroy, Co. Limerick",Double Room,Shared Bathroom,House,4,"May 23rd, 2023",3 Months,1,No,Male / Female,12/04/2023,"3,487",,,summer 2023 available full college year room rent sharing final year reference require please email tenant college detail reference require bill divide tenant electricity heating bin tv broadband etc impressive semi detached residence locate large corner site accommodation entrance hall lounge dining new fit kitchen toilet whb 5 double bedroom main bathroom property enjoy dg pvc window ofch new internal door new fit kitchen within walk distance u l shop bank milford national school etc excellent house turn key condition locate quiet cul de sac fab 5 bedroom house 5 large double bedroom large living room new kitchen mod con 4th year prefer oil central heating esb oil bill pay divide tenant,872,440,Limerick,16
"Mountain Road, Moycullen, Co. Galway",Double Room,Shared Bathroom,House,1,"May 7th, 2023",6 Months,2,Yes,Female,21/03/2023,250,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 34308,550,680,Galway,8
"Paws Paradise, CrannÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚, Clonegal, Co. Wicklow",Double Room,En-suite,House,1,Immediately,1 Year,1,Yes,Male / Female,10/04/2023,918,,,1 bedroom available detached country house full green owner occupy no minimum term must wheel locate y14kw01,143,550,Wicklow,3
"Apartment 108, Block E, The Island, Martin's Row, Dublin 20",Double Room,Shared Bathroom,Apartment,1,Immediately,1 Year +,2,No,Male / Female / +1 Person,08/04/2023,"1,344",,,three bedroom modern open plan second floor apartment amazing view river liffey chapelizod village chemist par great pub bus stop outside phoenix park next door share male female flatmate couple ok,258,,Dublin 20,8
"34 The Fairway, The Old Course, Mallow, Mallow, Co. Cork",Single Room,Shared Bathroom,House,1,"May 15th, 2023",1 Year,1,Yes,Female,11/04/2023,266,,,luxurious modern comfortable home ten min walk town train station,90,600,Cork,3
"Marigold Road, Darndale, Dublin 17",Single Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,440,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 5111b,550,800,Dublin 17,8
"Bracklone Street, Portarlington, Co. Laois",Double Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,739,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 24315,550,400,Laois,8
"Griffinrath Hall, Maynooth, Co. Kildare",Single & Double Room,Shared Bathroom,House,1,Immediately,1 Year +,3,Yes,Male / Female,10/04/2023,"2,807",,,double room available rent long short term quiet well maintain house bill include price aaa145 sun night mon fri non smoking walking distance maynooth town train station university minute drive intel c4 dublin bus next house c3 bus stop also nearby,335,540,Kildare,7
"Main Street, Tallaght, Dublin 24",Single Room,En-suite,House,1,"Jun 8th, 2023",6 Months,2,Yes,Male / Female,11/04/2023,368,53.2881852,-6.3582585,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 37880,549,600,Dublin 24,8
"rockbarton, Salthill, Co. Galway",Double Room,Shared Bathroom,Apartment,1,"Apr 23rd, 2023",1 Year +,1,Yes,Female,13/04/2023,861,53.2584316,-9.085023,fancy live near sea summer preferably sun pm fri 150 euro per week bill include otherwise 800 euro monthly bill include except esb beautiful property beside sea landscape garden outdoor patio area summer lovely bright spacious double bedroom share bathroom small quiet apartment complex close promenade salthill village share one mature professional not suitable double occupancy no overnight guest close bus stop nuig uchg city center no home work private parking shorter long lease may negotiate not party house non smoking house deposit require one month advance email I little information interested,796,800,Galway,20
"Luttrellstown Grove, Dublin 15, Dublin 15",Double Room,Shared Bathroom,House,1,"Apr 30th, 2023",1 Year,2,No,Female,13/04/2023,"1,531",53.3716262,-6.3990194,double size bed clean share 3 bedroom house locate nice quiet safe neighborhood 37 bus stop beside house train station maynooth city 10 min walk blanchardstown shopping centre amenity gym parks close house plenty parking washer dryer bill sperate split 3 please provide detail email,428,700,Dublin 15,6
"Oldbridge, Sallins, Co. Kildare",Double Room,Shared Bathroom,House,1,Immediately,1 Year,2,Yes,Male / Female,11/04/2023,776,53.2444087,-6.6721409,email enquiry double room available let wonderful showhouse style immaculate home share owner ready go double bedroom fit wardrobe available male female occupant full use main bathroom bath shower attachment always hot water due solar panel water heating system tv point bedroom fully fit kitchen beautiful well keep available sharing tenant rear garden south face make lovely area relax gas central heating cable tv internet solar panel water heating successful tenant share monthly bill reference require prior letting email interest,813,600,Kildare,17
"39 Cedarview, Northwood Avenue, Northwood, Dublin , Cloghran, Co. Dublin",Double Room,Shared Bathroom,House,1,Immediately,6 Months,1,Yes,Female,11/04/2023,995,,,one tenant contract extend 6 month tenant independent room independent bathroom independent refrigerator live landlords family away home day monday friday house overall facility a2 rating 24 hour hot water solar energy alarm 500 mb fiber optic network front rear yard side door independent laundry room washing machine dryer vacuum cleaner mopping machine etc open fire stove etc kind home appliance complete room door lock single bed pillow quilt bedside table bedside night light bedside bluetooth stereo alarm clock wardrobe several hanger desk drawer 1 2 small bookcase lift chair desk lamp british watch socket shoe box 4 trash lead cosmetic mirror bathroom shower room bathtub shelf etc transportation no 4 no 155 no 16 no 13 etc go directly city center dcu place lidl aldi spar costa pharmacy dry cleaner santry park etc nearby requirement love clean no pet no smoking drinking no party cheerful personality,1175,,,15
"24 Rathcairn, Athboy, Navan, Co. Meath",Single Room,Shared Bathroom,House,1,Immediately,1 Year,1,No,Female,13/04/2023,654,,,nice single bedroom two bedroom cottage parking garden available locate trim athboy local bus service also no pet allow,158,420,Meath,4
"Castlegrove East, Castlebar, Castlebar, Co. Mayo",Double Room,En-suite,House,2,"Apr 29th, 2023",1 Year +,3,No,Female,11/04/2023,"1,007",,,two bedroom available rent large king ensuite nd double room share bathroom one person available newly refurbish house new furniture mattress lovely bright house patio door south face rear garden quiet private room bathroom great location minute walk town free parking space street outside house wi fi refuse include tenant split oil electricity 3 tenant look female tenant share house female available longterm minimum 4 month,588,420,Mayo,14
"16 The Locks Charlotte Quay docks, Ringsend, Dublin 4",Double Room,En-suite,Apartment,1,"Apr 15th, 2023",1 Month,2,No,Male / Female / +1 Person,10/04/2023,"1,526",,, please note short term let double bedroom share bath 3 bedroom apartment grand canal dock available 15 april month rent include bill internet electricity apartment location beautiful bus dart station 5 minute away please send I message arrange viewing thank,357,850,Dublin 4,5
"Orpen Green, Blackrock, Co. Dublin",Single Room,Shared Bathroom,House,1,"May 15th, 2023",3 Months,3,Yes,Male / Female,13/04/2023,847,53.2892173,-6.189693,single room friendly family home 700 euro per month include bill available 3 5 month 150523 310823 room study table access wifi share bathroom 1 family member no pet no smoker blackrock stillorgan area close shopping centre ideal ucd sandyford industrial estate use 46a145 aircoach bus route room clean weekly,413,700,,7
